기수	파일	원래 베트남어	원래 뜻	다듬은 낱말	다듬은 뜻	결과
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	sông ồn ào	강 / 시끄러운	sông ồn ào	강 / 시끄러운	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	cổ bất ngờ	목 / 예기치 않은	cổ bất ngờ	목 / 예기치 않은	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	con hổ luộc	호랑이 / 데치다, 삶다	con hổ luộc	호랑이 / 데치다, 삶다	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	xe tải mặt trăng	트럭 / 달	xe tải mặt trăng	트럭 / 달	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	muối ngã	소금 / 넘어지다	muối ngã	소금 / 넘어지다	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	bưởi liên hệ	자몽 / 연락하다	bưởi liên hệ	자몽 / 연락하다	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	con út phim tài liệu	막내 / 다큐멘터리	con út phim tài liệu	막내 / 다큐멘터리	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	dương lịch vật lý	양력 / 물리	dương lịch vật lý	양력 / 물리	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	trượt tuyết dự báo thời tiết	스키 / 일기예보	trượt tuyết dự báo thời tiết	스키 / 일기예보	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	họa sĩ gối	화가 / 베개	họa sĩ gối	화가 / 베개	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	động / hang hiếm khi	동굴 / 거의~하지 않다	động / hang hiếm khi	동굴 / 거의 / 하지 않다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	trộn nhẫn	섞다 / 반지	trộn nhẫn	섞다 / 반지	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	dép thế kỷ	슬리퍼 / 세기	dép thế kỷ	슬리퍼 / 세기	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	lưỡi thợ mộc	혀 / 목수	lưỡi thợ mộc	혀 / 목수	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	cẩn thận trang bị	조심성 있는 / 장비, 설비	cẩn thận trang bị	조심성 있는 / 장비, 설비	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	bức tranh nhà chuyên môn	그림 / 전문가	bức tranh nhà chuyên môn		문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	chìa khóa hàng xóm	열쇠 / 이웃, 이웃의	chìa khóa hàng xóm	열쇠 / 이웃, 이웃의	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	lọ hoa con dê	꽃병 / 염소	lọ hoa con dê	꽃병 / 염소	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Ai Cập gọn gàng	이집트 / 단정한	ai cập gọn gàng	이집트 / 단정한	남김
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Trên đường có bao nhiêu cái xe máy?	도로위에 오토바이는 얼마나 있나요?	trên đường có bao nhiêu cái xe máy	도로위에 오토바이는 얼마나 있나요	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Mẹ tôi đã kết thúc công việc vào tuần trước.	우리 어머니는 지난주에 회사를 그만두었습니다.	mẹ tôi đã kết thúc công việc vào tuần trước	우리 어머니는 지난주에 회사를 그만두었습니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Trong phòng ngủ có một cái giường và một cái tủ gương.	침실에는 침대 한개와 거울옷장 한개가 있습니다.	trong phòng ngủ có một cái giường và một cái tủ gương	침실에는 침대 한개와 거울옷장 한개가 있습니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Chủ nhật, cả gia đình đi chơi công viên.	주말에, 모든 가족들은 공원에 놀러갔습니다.	chủ nhật, cả gia đình đi chơi công viên	주말에, 모든 가족들은 공원에 놀러갔습니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Mẹ không uống rượu cũng không uống côca.	어머니는 술도 안마시고 콜라도 안마십니다.	mẹ không uống rượu cũng không uống côca	어머니는 술도 안마시고 콜라도 안마십니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Nếu tôi đi du lịch thì tôi sẽ đi bằng ô tô.	만약 내가 여행을 간다면 나는 차를 타고 갈겁니다.	nếu tôi đi du lịch thì tôi sẽ đi bằng ô tô	만약 내가 여행을 간다면 나는 차를 타고 갈겁니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Anh ấy mua báo hai lần một tuần.	그는 일주일에 두번 신문을 삽니다.	anh ấy mua báo hai lần một tuần	그는 일주일에 두번 신문을 삽니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Mặc dù trời mưa to, nhưng anh ấy vẫn đi làm.	비록 비가 많이 올지라도, 그는 여전히 출근을 합니다.	mặc dù trời mưa to, nhưng anh ấy vẫn đi làm	비록 비가 많이 올지라도, 그는 여전히 출근을 합니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Bóng đá là môn thể thao phổ biến nhất ở Hàn Quốc,	축구는 한국에서 가장 대중적인 스포츠 입니다.	bóng đá là môn thể thao phổ biến nhất ở hàn quốc	축구는 한국에서 가장 대중적인 스포츠 입니다	문장·토막
17	TalkFile_(답안)베트남 단어시험 19차.xlsx.xlsx	Chúc mừng năm mới!		chúc mừng năm mới		문장·토막
17	베트남 단어시험 104차.pdf	phù hợp cầu	필요에 / 맞다	phù hợp cầu	필요에 / 맞다	남김
17	베트남 단어시험 104차.pdf	phí hợp lý	적절한 / 비용	phí hợp lý	적절한 / 비용	남김
17	베트남 단어시험 104차.pdf	sản phẩm phổ biến	인기 / 있는 / 제품	sản phẩm phổ biến	인기 / 있는 / 제품	남김
17	베트남 단어시험 104차.pdf	nhập khẩu	수입하다	nhập khẩu	수입하다	남김
17	베트남 단어시험 104차.pdf	bảo trì	유지보수	bảo trì	유지보수	남김
17	베트남 단어시험 104차.pdf	đánh giá	평가하다	đánh giá	평가하다	남김
17	베트남 단어시험 104차.pdf	độ phân giải	고해상도	độ phân giải	고해상도	남김
17	베트남 단어시험 104차.pdf	thiết kế đơn giản	심플한 / 디자인	thiết kế đơn giản	심플한 / 디자인	남김
17	베트남 단어시험 104차.pdf	tiêu thụ điện năng	전력 / 소비량	tiêu thụ điện năng	전력 / 소비량	남김
17	베트남 단어시험 104차.pdf	độ bền	내구성	độ bền	내구성	남김
17	베트남 단어시험 104차.pdf	chế độ bảo hành	보증 / 조건	chế độ bảo hành	보증 / 조건	남김
17	베트남 단어시험 104차.pdf	thương hiệu nổi tiếng	유명 / 브랜드	thương hiệu nổi tiếng	유명 / 브랜드	남김
17	베트남 단어시험 104차.pdf	khuyến mãi	할인 / 행사	khuyến mãi	할인 / 행사	남김
17	베트남 단어시험 104차.pdf	cân nhắc	고려하다	cân nhắc	고려하다	남김
17	베트남 단어시험 104차.pdf	lựa chọn tối ưu	최적의 / 선택	lựa chọn tối ưu	최적의 / 선택	남김
17	베트남 단어시험 104차.pdf	phản hồi tích cực	긍정적인 / 피드백	phản hồi tích cực	긍정적인 / 피드백	남김
17	베트남 단어시험 104차.pdf	điều kiện sử dụng	사용 / 조건	điều kiện sử dụng	사용 / 조건	남김
17	베트남 단어시험 104차.pdf	thời hạn sử dụng	사용 / 기간	thời hạn sử dụng	사용 / 기간	남김
17	베트남 단어시험 104차.pdf	lượng	용량	lượng	용량	남김
17	베트남 단어시험 104차.pdf	hiệu suất hoạt động	성능, / 작동 / 효율	hiệu suất hoạt động	성능, / 작동 / 효율	남김
17	베트남 단어시험 104차.pdf	Sản phẩm này rất phù hợp cầu sử dụng của đình tôi.		sản phẩm này rất phù hợp cầu sử dụng của đình tôi		문장·토막
17	베트남 단어시험 104차.pdf	Chúng tôi đang tìm một sản phẩm có phí hợp lý.		chúng tôi đang tìm một sản phẩm có phí hợp lý		문장·토막
17	베트남 단어시험 104차.pdf	Máy giặt này là sản phẩm phổ biến nhất hiện		máy giặt này là sản phẩm phổ biến nhất hiện		문장·토막
17	베트남 단어시험 104차.pdf	Hầu hết các kiện đều được nhập khẩu từ Nhật Bản.		hầu hết các kiện đều được nhập khẩu từ nhật bản		문장·토막
17	베트남 단어시험 104차.pdf	Dịch vụ bảo trì đây rất và chuyên nghiệp.		dịch vụ bảo trì đây rất và chuyên nghiệp		문장·토막
17	베트남 단어시험 104차.pdf	Khách hàng đánh giá sản phẩm này rất tốt.		khách hàng đánh giá sản phẩm này rất tốt		문장·토막
17	베트남 단어시험 104차.pdf	này có độ phân giải rất rõ.		này có độ phân giải rất rõ		문장·토막
17	베트남 단어시험 104차.pdf	Tôi thích thiết kế đơn giản của điện thoại này.		tôi thích thiết kế đơn giản của điện thoại này		문장·토막
17	베트남 단어시험 104차.pdf	Máy này tiêu thụ điện năng thấp, tiết kiệm điện.		máy này tiêu thụ điện năng thấp, tiết kiệm điện		문장·토막
17	베트남 단어시험 104차.pdf	Sản phẩm có hiệu suất hoạt động ổn định thời dài.		sản phẩm có hiệu suất hoạt động ổn định thời dài		문장·토막
17	베트남 단어시험 107회차.pdf	đảm bảo	보증하다	đảm bảo	보증하다	남김
17	베트남 단어시험 107회차.pdf	chất lượng		chất lượng		문장·토막
17	베트남 단어시험 107회차.pdf	thuận lợi	유리한, / 편리한	thuận lợi	유리한, / 편리한	남김
17	베트남 단어시험 107회차.pdf	đáo	신중한	đáo	신중한	남김
17	베트남 단어시험 107회차.pdf	kịp thời	적시인, / 때에 / 맞는	kịp thời	적시인, / 때에 / 맞는	남김
17	베트남 단어시험 107회차.pdf	hướng dẫn	이끌다, / 지도	hướng dẫn	이끌다, / 지도	남김
17	베트남 단어시험 107회차.pdf	văn phòng	사무실	văn phòng	사무실	남김
17	베트남 단어시험 107회차.pdf	dịch vụ	서비스	dịch vụ	서비스	남김
17	베트남 단어시험 107회차.pdf	địa chỉ	주소	địa chỉ	주소	남김
17	베트남 단어시험 107회차.pdf	hợp đồng	계약, / 약정	hợp đồng	계약, / 약정	남김
17	베트남 단어시험 107회차.pdf	đau họng	목이 / 아프다	đau họng	목이 / 아프다	남김
17	베트남 단어시험 107회차.pdf	say	멀미	say	멀미	남김
17	베트남 단어시험 107회차.pdf	cảm sổ mũi	코감기	cảm sổ mũi	코감기	남김
17	베트남 단어시험 107회차.pdf	vết thương	상처	vết thương	상처	남김
17	베트남 단어시험 107회차.pdf	thuốc tiêu hóa	소화제	thuốc tiêu hóa	소화제	남김
17	베트남 단어시험 107회차.pdf	đổi	교환하다	đổi	교환하다	남김
17	베트남 단어시험 107회차.pdf	trí	장치하다,장식하다	trí	장치하다,장식하다	남김
17	베트남 단어시험 107회차.pdf	nội thất	실내	nội thất	실내	남김
17	베트남 단어시험 107회차.pdf	giải trí		giải trí		문장·토막
17	베트남 단어시험 107회차.pdf	quà tặng	증정품	quà tặng	증정품	남김
17	베트남 단어시험 107회차.pdf	Trông có vẻ mệt. bị đau ở đâu?		trông có vẻ mệt. bị đau ở đâu		문장·토막
17	베트남 단어시험 107회차.pdf	Tôi bị cảm từ đêm hôm		tôi bị cảm từ đêm hôm		문장·토막
17	베트남 단어시험 107회차.pdf	Bây giờ, cảm thấy người thế nào?		bây giờ, cảm thấy người thế nào		문장·토막
17	베트남 단어시험 107회차.pdf	Tôi thấy đau đầu, đau họng và sổ mũi.		tôi thấy đau đầu, đau họng và sổ mũi		문장·토막
17	베트남 단어시험 107회차.pdf	Để tôi khám sốt quá! Hơn độ.		để tôi khám sốt quá! hơn độ		문장·토막
17	베트남 단어시험 107회차.pdf	Để lấy thuốc Thuốc này uống một ngày lần, bữa ăn.		để lấy thuốc thuốc này uống một ngày lần, bữa ăn		문장·토막
17	베트남 단어시험 107회차.pdf	Còn thuốc này uống ngày lần trước đi ngủ.		còn thuốc này uống ngày lần trước đi ngủ		문장·토막
17	베트남 단어시험 107회차.pdf	Tất cả uống một tuần. Tuần đến đay khám lại.		tất cả uống một tuần. tuần đến đay khám lại		문장·토막
17	베트남 단어시험 107회차.pdf	Cám ơn bác sĩ, tôi uống thêm được không ạ?		cám ơn bác sĩ, tôi uống thêm được không ạ		문장·토막
17	베트남 단어시험 107회차.pdf	Nếu khỏi hẳn thì không phải đến cũng được.		nếu khỏi hẳn thì không phải đến cũng được		문장·토막
17	베트남 단어시험 16차(공란).xlsx	thương gia hẹp	사업가, 무역인 / 좁은	thương gia hẹp	사업가, 무역인 / 좁은	남김
17	베트남 단어시험 16차(공란).xlsx	sông ồn ào	강 / 시끄러운	sông ồn ào	강 / 시끄러운	남김
17	베트남 단어시험 16차(공란).xlsx	cổ bất ngờ	목 / 예기치 않은	cổ bất ngờ	목 / 예기치 않은	남김
17	베트남 단어시험 16차(공란).xlsx	con hổ luộc	호랑이 / 데치다, 삶다	con hổ luộc	호랑이 / 데치다, 삶다	남김
17	베트남 단어시험 16차(공란).xlsx	xe tải mặt trăng	트럭 / 달	xe tải mặt trăng	트럭 / 달	남김
17	베트남 단어시험 16차(공란).xlsx	muối ngã	소금 / 넘어지다	muối ngã	소금 / 넘어지다	남김
17	베트남 단어시험 16차(공란).xlsx	bưởi liên hệ	자몽 / 연락하다	bưởi liên hệ	자몽 / 연락하다	남김
17	베트남 단어시험 16차(공란).xlsx	con út phim tài liệu	막내 / 다큐멘터리	con út phim tài liệu	막내 / 다큐멘터리	문장·토막
17	베트남 단어시험 16차(공란).xlsx	dương lịch vật lý	양력 / 물리	dương lịch vật lý	양력 / 물리	남김
17	베트남 단어시험 16차(공란).xlsx	trượt tuyết dự báo thời tiết	스키 / 일기예보	trượt tuyết dự báo thời tiết	스키 / 일기예보	문장·토막
17	베트남 단어시험 16차(공란).xlsx	họa sĩ gối	화가 / 베개	họa sĩ gối	화가 / 베개	남김
17	베트남 단어시험 16차(공란).xlsx	động / hang hiếm khi	동굴 / 거의~하지 않다	động / hang hiếm khi	동굴 / 거의 / 하지 않다	문장·토막
17	베트남 단어시험 16차(공란).xlsx	trộn nhẫn	섞다 / 반지	trộn nhẫn	섞다 / 반지	남김
17	베트남 단어시험 16차(공란).xlsx	dép thế kỷ	슬리퍼 / 세기	dép thế kỷ	슬리퍼 / 세기	남김
17	베트남 단어시험 16차(공란).xlsx	lưỡi thợ mộc	혀 / 목수	lưỡi thợ mộc	혀 / 목수	남김
17	베트남 단어시험 16차(공란).xlsx	cẩn thận trang bị	조심성 있는 / 장비, 설비	cẩn thận trang bị	조심성 있는 / 장비, 설비	남김
17	베트남 단어시험 16차(공란).xlsx	bức tranh nhà chuyên môn	그림 / 전문가	bức tranh nhà chuyên môn		문장·토막
