등급	어휘	품사	길잡이말	유의어	반의어	주제	대범주	소범주
초급	세우다	동사	택시를 세우다			여행		
중급	세월	명사	세월이 흐르다				개념	시간
중급	세일	명사	세일 가격			물건사기		
중급	세제	명사	세제로 닦아내다	세척제|세정제		집 구하기	주생활	생활용품
고급	세제	명사	세제를 개편하다			주거 생활	주생활	생활용품
중급	세차	명사	세차를 받다					
고급	세차다	형용사	세찬 불길			기후	개념	성질
초급	세탁	명사	세탁을 맡기다			집안일	주생활	가사 행위
초급	세탁기	명사	세탁기를 돌리다			집 구하기	주생활	생활용품
중급	세탁물	명사	세탁물을 맡기다			집 구하기		
초급	세탁소	명사	세탁소에 옷을 맡기다			복장 표현하기	의생활	의생활 관련 장소
고급	세태	명사	세태를 반영하다			사회문제		
중급	세트	명사	선물 세트					
고급	세포	명사	세포가 분열하다			과학과 기술	교육	학문 용어
고급	센서	명사	센서가 작동하다	감지기		과학과 기술		
초급	센터	명사	서비스 센터				정치와 행정	공공 기관
중급	센티	의존명사	1센티	센티미터			개념	세는 말
초급	센티미터	의존명사	십 센티미터	센티			개념	세는 말
초급	셋	수사	숫자				개념	수
초급	셋째02‧셋째01/셋째	수사‧관형사/명사	순서				개념	순서
중급	셔츠	명사	셔츠를 입다			복장 표현하기	의생활	옷 종류
중급	소 -	접사	소규모		대-		개념	모양
초급	소	명사	소를 기르다				동식물	동물류
중급	소감	명사	소감을 말하다			공연과 감상	인간	감정
초급	소개	명사	직업 소개			소개하기(자기소개)	사회생활	사회 활동
초급	소개	명사	친구 소개			소개하기(자기소개)	사회생활	사회 활동
초급	소개	명사	사건 소개			소개하기(자기소개)	사회생활	사회 활동
고급	소개서	명사	소개서를 쓰다	소개장		직업과 진로	사회생활	소통 수단
중급	소개팅	명사	소개팅을 나가다			연애와 결혼	사회생활	사회 행사
초급	소고기	명사	소고기를 먹다	쇠고기		음식 주문하기	식생활	식재료
중급	소규모	명사	소규모 집단				개념	모양
중급	소극장	명사	소극장에서 공연하다			공연과 감상	문화	문화생활 장소
중급	소극적01‧소극적	관형사‧명사	소극적 성격		적극적01|적극적02	성격 표현하기	인간	성격
초급	소금	명사	소금이 짜다			요리 설명하기	식생활	식재료
중급	소금물	명사	소금물에 절이다	식염수|염수00		요리 설명하기		
중급	소나기	명사	소나기가 내리다	소낙비		날씨와 계절	자연	기상 및 기후
중급	소나무	명사	소나무가 무성하다	솔02			동식물	식물류
중급	소녀	명사	어린 소녀			인간관계	인간	사람의 종류
중급	소년	명사	소년과 소녀		소녀03	인간관계	인간	사람의 종류
중급	소독	명사	상처 소독			건강	삶	치료 행위
중급	소독약	명사	소독약을 바르다			건강	삶	약품류
고급	소동	명사	소동을 일으키다			사회문제		
중급	소득	명사	소득이 많다			직장생활		
고급	소란	명사	소란을 피우다					
고급	소란스럽다	형용사	교실이 소란스럽다					
고급	소량	명사	소량으로 복용하다		다량	경제 경영	개념	양
고급	소름	명사	소름이 돋다			심리	인간	감정
초급	소리	명사	소리가 나다	음			인간	감각
초급	소리	명사	비명 소리				인간	감각
중급	소리치다	동사	크게 소리치다				인간	신체 행위
중급	소매	명사	소매가 길다	옷소매|팔소매		복장 표현하기	의생활	옷의 부분
고급	소매	명사	소매로 팔다			경제 경영		
고급	소멸	명사	생성과 소멸			역사		
고급	소모	명사	연료 소모			경제 경영		
중급	소문	명사	소문이 퍼지다				사회생활	언어 행위
중급	소문나다	동사	사업가로 소문나다				사회생활	언어 행위
고급	소박하다	형용사	소박한 꿈				인간	성격
중급	소방관	명사	소방관이 출동하다			직업과 진로	사회생활	직업
중급	소방서	명사	소방서에 신고하다			사건, 사고, 재해 기술하기	정치와 행정	공공 기관
중급	소방차	명사	소방차가 출동하다	불자동차		사건, 사고, 재해 기술하기	사회생활	교통수단
중급	소변	명사	소변이 마렵다			건강	인간	생리 현상
중급	소비	명사	소비가 늘다			물건사기	경제생활	경제 행위
고급	소비량	명사	소비량이 늘다	소비액		경제 경영	경제생활	경제 상태
중급	소비자	명사	소비자 물가			물건사기	경제생활	경제 행위 주체
초급	소설	명사	소설을 읽다	소설책		취미	문화	문학
중급	소설가	명사	소설가의 작품			직업과 진로|#한국의 문학	문화	문화 활동 주체
중급	소설책	명사	소설책을 읽다	소설02		한국의 문학	문화	문학
고급	소속	명사	소속을 밝히다			직장생활	사회생활	사회 생활 상태
고급	소송	명사	소송을 걸다	송사		법	정치와 행정	사법 및 치안 행위
중급	소수	명사	소수의 의견		다수		개념	수
중급	소스	명사	소스를 뿌리다			음식 주문하기|#요리 설명하기	식생활	음식
중급	소시지	명사	소시지를 먹다			음식 설명하기	식생활	음식
고급	소식	명사	소식으로 장수하다		대식	보건과 의료	식생활	식사 및 조리 행위
초급	소식	명사	소식을 듣다			전화하기	사회생활	통신 행위
고급	소신	명사	소신을 가지다			철학, 윤리		
고급	소실	명사	문화재 소실			사회문제		
고급	소심하다	형용사	소심한 성격			심리	인간	성격
고급	소아	명사	소아 병동	어린아이		보건과 의료	인간	사람의 종류
중급	소아과	명사	소아과에서 진찰 받다			건강		
고급	소양	명사	소양을 갖추다			직업과 진로	인간	능력
고급	소외	명사	소외 지역				사회생활	사회 생활 상태
고급	소외감	명사	소외감을 느끼다			심리	인간	감정
중급	소요	명사	소요 시간					
중급	소용	명사	소용이 없다					
중급	소용없다	형용사	아무 소용없다	쓸데없다				
중급	소원	명사	소원을 빌다	희망|원04				
고급	소위	부사		이른바				
중급	소유	명사	개인 소유					
고급	소유자	명사	건물 소유자	소유주|소유인00		경제 경영	인간	사람의 종류
중급	소음	명사	소음을 줄이다					
고급	소인	명사	소인과 대인		대인01	경제 경영	인간	사람의 종류
고급	소장	명사	소장과 대장			보건과 의료	인간	신체 내부 구성
고급	소장	명사	소장 작품					
고급	소재	명사	서울 소재	소재지				
중급	소재	명사	소재로 삼다	글감|글거리				
초급	소주	명사	소주를 마시다			음식 주문하기	식생활	음료
초급	소중하다	형용사	소중한 생명			감정/기분 표현하기	인간	감정
중급	소중히	부사	소중히 여기다					
고급	소지	명사	신분증 소지					
중급	소지품	명사	소지품을 보관하다					
고급	소질	명사	소질을 계발하다			직업과 진로	인간	능력
고급	소통	명사	소통이 원활하다			언어	사회생활	사회 활동
초급	소파	명사	소파에 앉다			집 구하기	주생활	생활용품
초급	소포	명사	소포를 부치다			공공기관 이용하기(우체국)	사회생활	소통 수단
고급	소품	명사	소품을 활용하다					
초급	소풍	명사	소풍을 가다			주말 및 휴가	삶	여가 활동
고급	소프트웨어	명사	소프트웨어를 개발하다			과학과 기술		
중급	소형	명사	소형 자동차			집 구하기	개념	모양
고급	소형차	명사	소형차를 타다				사회생활	교통수단
중급	소홀하다	형용사	일에 소홀하다					
고급	소홀히	부사	소홀히 대하다				인간	태도
중급	소화	명사	소화를 돕다			건강	인간	생리 현상
고급	소화기	명사	소화기 질환			보건과 의료	인간	신체 내부 구성
고급	소화기	명사	소화기를 구비하다			보건과 의료	주생활	생활용품
초급	소화제	명사	소화제를 먹다			약국 이용하기	삶	약품류
초급	속	명사	주머니 속			위치 표현하기	개념	위치 및 방향
중급	속눈썹	명사	속눈썹이 길다			외모 표현하기	인간	신체 부위
중급	속다	동사	거짓말에 속다				사회생활	사회 활동
중급	속담	명사	속담을 인용하다			언어	사회생활	말
초급	속도	명사	속도가 빠르다	스피드			개념	속도
고급	속력	명사	속력을 내다			스포츠	개념	속도
중급	속마음	명사	속마음을 털어 놓다	속뜻|저의	겉마음00	성격 표현하기		
고급	속보	명사	뉴스 속보					
고급	속삭이다	동사	귀에 속삭이다				인간	신체 행위
중급	속상하다	형용사	속상한 마음			감정/기분 표현하기	인간	감정
고급	속설	명사	속설이 전해지다				사회생활	언어 행위
고급	속성	명사	속성을 지니다				개념	성질
고급	속셈	명사	속셈을 눈치채다	심산00			인간	인지 행위
고급	속속	부사	속속 도착하다					
고급	속속들이	부사	속속들이 조사하다					
고급	속수무책	명사						
고급	속어	명사	속어를 사용하다	비속어		언어	사회생활	말
초급	속옷	명사	속옷을 입다	내의|속내의		복장 표현하기	의생활	옷 종류
중급	속이다	동사	친구를 속이다			성격 표현하기	사회생활	사회 활동
고급	속임수	명사	속임수를 쓰다					
중급	속하다	동사	범위에 속하다					
초급	손	명사	손과 발			외모 표현하기	인간	신체 부위
초급	손가락	명사	손가락이 길다	손01			식생활	조리 도구
고급	손가락질	명사	손가락질을 당하다					
중급	손가방	명사	손가방을 들다	핸드백		복장 표현하기	의생활	모자, 신발, 장신구
중급	손길	명사	손길을 내밀다					
고급	손꼽다	동사	날짜를 손꼽다			예술		
고급	손꼽다	동사	세계에서 손꼽다					
고급	손꼽히다	동사	세계에서 손꼽히다			예술		
중급	손끝	명사	손끝에 닿다			요리 설명하기	인간	신체 부위
초급	손녀	명사	손녀와 손자			소개하기(가족소개)	삶	친족 관계
초급	손님	명사	손님을 받다			물건사기	경제생활	경제 행위 주체
고급	손대다	동사	물건에 손대다				인간	신체 행위
고급	손대다	동사	사업에 손대다					
중급	손등	명사	손등으로 문지르다	손잔등00		건강	인간	신체 부위
고급	손맛	명사	손맛이 좋다			식문화		
중급	손목	명사	손목이 기늘다	팔목		건강	인간	신체 부위
중급	손목시계	명사	손목시계를 차다			복장 표현하기	의생활	모자, 신발, 장신구
초급	손바닥	명사	손바닥을 맞대다			외모 표현하기	인간	신체 부위
중급	손발	명사	손발이 저리다	수족		건강	인간	신체 부위
중급	손발	명사	손발처럼 부리다	수족		건강		
중급	손뼉	명사	손뼉을 치다				인간	신체 행위
고급	손상	명사	손상을 입다					
고급	손색	명사	손색이 없다					
고급	손수	부사	손수 만들다					
초급	손수건	명사	손수건으로 닦다			복장 표현하기	의생활	모자, 신발, 장신구
